date,urals,jpy,ttf gas,eur,cny,krw,uah,rub
2017-05-31,66.32570659,0.012085,15.2,1.51324,0.1973,0.001202,0.051144011,0.0238
2017-06-01,66.30051532,0.012149,15.275,1.52051,0.1988,0.001209,0.051668023,0.024
2017-06-02,65.26938063,0.012175,14.7,1.51529,0.1974,0.001201,0.051189037,0.0237
2017-06-06,64.72155609,0.012167,14.75,1.50224,0.1958,0.001191,0.050759392,0.0236
2017-06-07,61.94197907,0.012177,15.0,1.49132,0.1948,0.001178,0.050602729000000006,0.0232
2017-06-09,62.1628803,0.01206,15.15,1.48749,0.1952,0.00118,0.050750631,0.0232
2017-06-12,62.00769129,0.012042,15.05,1.48558,0.1952,0.001172,0.050921628,0.0233
2017-06-13,62.08040334,0.01206,15.075,1.48736,0.1951,0.001177,0.050948653,0.0233
2017-06-14,59.93408042,0.012055,15.05,1.47886,0.1933,0.001177,0.050626236,0.0229
2017-06-15,59.84958438,0.012025,14.7,1.47053,0.1937,0.001167,0.050666315,0.0228
2017-06-16,60.14958667,0.011892,15.05,1.4693200000000002,0.1926,0.001158,0.050387088,0.0229
2017-06-19,59.84210526,0.011838,15.45,1.46671,0.1929,0.001158,0.050526316,0.0225
2017-06-20,58.60158311,0.011798,15.3,1.46886,0.1933,0.001156,0.050659631,0.0221
2017-06-21,57.52681054,0.011838,15.225,1.47869,0.1939,0.001158,0.050840726,0.022
2017-06-22,58.40625829,0.011886,15.275,1.4786,0.1939,0.001164,0.050914877,0.0221
2017-06-23,58.66807611,0.011909,15.125,1.47887,0.1931,0.001164,0.050739958,0.0222
2017-06-26,58.89255109,0.011876,15.4,1.4741799999999998,0.1926,0.001163,0.050626236,0.0224
2017-06-27,59.4092048,0.011784,15.25,1.49534,0.1935,0.001156,0.050639589000000006,0.0222
2017-06-28,60.41884817,0.011738,15.4,1.48929,0.193,0.001149,0.05026178,0.0221
2017-06-29,59.80736691,0.011657,14.95,1.48904,0.1919,0.001134,0.049850319,0.0219
2017-06-30,61.65951359,0.011603,15.4,1.48584,0.1922,0.001135,0.050071531,0.0222
2017-07-03,62.9160684,0.011572,15.3,1.4835200000000002,0.1922,0.001135,0.050254536,0.022
2017-07-06,61.36303717,0.011513,15.075,1.50584,0.1939,0.001139,0.050619562,0.0219
2017-07-07,60.04473096,0.011645,15.1,1.50039,0.1934,0.00114,0.050519668,0.0218
2017-07-11,61.22021472,0.011547,15.075,1.5013299999999998,0.1932,0.001139,0.05053679,0.0215
2017-07-12,60.38030737,0.01149,14.8,1.48629,0.192,0.001144,0.050273509,0.0217
2017-07-13,60.87181477,0.01151,15.05,1.47419,0.1908,0.001137,0.049799508,0.0217
2017-07-14,60.94228805,0.011419,15.2,1.46463,0.1889,0.001131,0.049029622,0.0216
2017-07-17,60.4025125,0.011354,14.925,1.47133,0.189,0.001136,0.049352647,0.0216
2017-07-18,59.95452249,0.011385,14.95,1.45955,0.1871,0.001123,0.048762001,0.0213
2017-07-19,60.78973843,0.011272,15.15,1.44812,0.1864,0.001118,0.048415493,0.0213
2017-07-20,60.39205831,0.011233,15.1,1.46154,0.1859,0.001121,0.048504649,0.0213
2017-07-21,59.01970692,0.01123,14.95,1.47327,0.1867,0.001129,0.048762001,0.0213
2017-07-24,59.95709238,0.011367,14.975,1.4693,0.1869,0.001131,0.048965169,0.021
2017-07-25,62.3661333,0.011359,15.15,1.4674200000000002,0.1864,0.001125,0.048758977,0.021
2017-07-26,62.1361649,0.011261,15.35,1.46584,0.187,0.001123,0.048344785,0.021
2017-07-27,63.21074432,0.011236,15.1,1.46557,0.18600000000000005,0.001123,0.048449856,0.0211
2017-07-28,64.4672593,0.011282,15.0,1.4714200000000002,0.1858,0.001113,0.048328534000000006,0.021
2017-07-31,64.65075597,0.011315,15.2,1.47976,0.1863,0.001116,0.048481819,0.0209
2017-08-02,64.0311245,0.011333,15.125,1.48781,0.1864,0.001118,0.048318273,0.0207
2017-08-03,63.74842767,0.011333,15.1,1.4932,0.1874,0.001114,0.048553459000000014,0.0208
2017-08-08,64.07632044,0.011434,15.525,1.48477,0.1887,0.001119,0.049153399,0.0211
2017-08-09,65.31440162,0.011453,15.95,1.49083,0.1903,0.001113,0.049315416,0.0211
2017-08-11,64.41601216,0.011521,16.125,1.49785,0.1906,0.001108,0.049404611,0.0212
2017-08-14,62.90117168,0.011603,15.75,1.50037,0.1906,0.001118,0.049668874,0.0213
2017-08-15,63.57243319,0.011618,15.85,1.50037,0.1913,0.001125,0.049993607,0.0214
2017-08-16,61.99369085,0.011553,16.3,1.48478,0.1896,0.001111,0.049337539000000014,0.0213
2017-08-17,63.08180089,0.011451,16.125,1.48658,0.1891,0.00111,0.049714648,0.0214
2017-08-18,65.12801110000001,0.011574,16.425,1.4831299999999998,0.1895,0.001107,0.049564888,0.0214
2017-08-21,63.48406600000001,0.011546,16.225,1.48822,0.1889,0.001106,0.049376496,0.0213
2017-08-22,63.67083807,0.011556,16.45,1.48662,0.1895,0.001117,0.049677664,0.0214
2017-08-23,64.77732794,0.011535,16.575,1.49379,0.19,0.001123,0.049468623,0.0214
2017-08-24,64.18722328,0.011603,16.625,1.49247,0.1899,0.0011220000000000002,0.049462366,0.0214
2017-08-25,64.2713061,0.011551,16.35,1.50371,0.1897,0.001124,0.049293999000000005,0.0215
2017-08-28,63.48110009,0.011525,16.5,1.5043,0.1899,0.001123,0.049353259,0.0215
2017-08-29,63.65237077,0.011493,16.65,1.50574,0.1903,0.001118,0.049427745,0.0214
2017-08-30,62.78304870000001,0.011458,16.575,1.50328,0.1921,0.001125,0.049462366,0.0216
2017-08-31,65.26991317,0.01148,16.425,1.49865,0.1915,0.001119,0.049075123,0.0217
2017-09-01,64.55172414,0.011444,16.425,1.48671,0.1912,0.001118,0.048652038,0.0218
2017-09-05,64.96998499,0.01138,16.8,1.49001,0.1908,0.001104,0.048274137,0.0217
2017-09-06,66.0875,0.011494,17.0,1.48958,0.1917,0.001104,0.048125,0.0218
2017-09-08,65.39702233,0.011443,16.9,1.4932,0.1909,0.001097,0.04764268,0.0217
2017-09-11,65.774069,0.011507,17.4,1.48874,0.1908,0.001102,0.047826628,0.0218
2017-09-13,67.44302529,0.011384,17.725,1.48851,0.1915,0.001106,0.047958928,0.0216
2017-09-14,67.75765147,0.011334,17.95,1.48892,0.1912,0.001101,0.047720175,0.0217
2017-09-15,67.94551362,0.011332,17.8,1.49263,0.1907,0.001103,0.047738065,0.0217
2017-09-18,68.14526263,0.011276,18.225,1.5025700000000002,0.1907,0.001112,0.04812767,0.0216
2017-09-19,67.7278402,0.011259,17.775,1.49732,0.1898,0.001104,0.047815231,0.0215
2017-09-20,68.74610883,0.011189,17.4,1.48086,0.1886,0.0011,0.047565683,0.0214
2017-09-21,69.99621642,0.011097,17.15,1.50598,0.1912,0.001113,0.048051457,0.0218
2017-09-22,70.25872896,0.011207,16.9,1.50165,0.1903,0.001108,0.047726702,0.0218
2017-09-25,73.55423964,0.011215,17.725,1.49284,0.1899,0.00111,0.047877032,0.0219
2017-09-26,73.25640375,0.011277,17.8,1.49546,0.1911,0.001114,0.048059853,0.0219
2017-09-27,72.45508982,0.011297,17.6,1.4963,0.1913,0.001112,0.048159000999999986,0.0219
2017-09-28,72.19959267,0.011292,17.525,1.5003799999999998,0.1916,0.00111,0.047988798,0.022
2017-09-29,71.40668879,0.011329,15.75,1.50823,0.1916,0.001115,0.047995915,0.0222
2017-10-10,71.5865261,0.011371,17.55,1.51819,0.1953,0.001132,0.048341476,0.0222
2017-10-11,71.55880842,0.011434,17.5,1.5225799999999998,0.1951,0.001133,0.048279404000000005,0.0222
2017-10-13,71.40864714,0.011413,16.3,1.49905,0.1928,0.001125,0.047800178,0.0221
2017-10-16,72.80601197,0.011336,15.8,1.50266,0.193,0.001129,0.048019361,0.0223
2017-10-17,72.91613561,0.011353,16.5,1.49971,0.1928,0.001127,0.048177415,0.0222
2017-10-18,73.2857507,0.01136,16.8,1.50227,0.1927,0.001125,0.048177415,0.0222
2017-10-19,71.78217822,0.011285,17.0,1.5044799999999998,0.1919,0.001124,0.047854785,0.0222
2017-10-20,73.08430344,0.011278,16.35,1.5078,0.1932,0.00113,0.048228221,0.0222
2017-10-23,72.43499424,0.011269,17.075,1.50497,0.1931,0.001133,0.048161906,0.0223
2017-10-24,74.29269547,0.011293,16.4,1.51242,0.1938,0.001137,0.048225309,0.0223
2017-10-25,74.97403946,0.011289,16.9,1.53347,0.1956,0.001151,0.048416407,0.0225
2017-10-26,76.72323759999998,0.011413,17.1,1.52099,0.196,0.001156,0.048694517,0.0226
2017-10-27,78.02527029,0.011452,17.175,1.51209,0.1962,0.001157,0.048586688,0.0224
2017-10-30,78.22580645,0.011458,17.975,1.51539,0.1963,0.001156,0.04851717,0.0224
2017-10-31,79.23197492,0.011493,18.175,1.5211,0.1969,0.001168,0.048589342,0.0224
2017-11-01,77.68368942,0.011494,18.25,1.51376,0.1972,0.001172,0.048462741,0.0225
2017-11-07,82.04054938,0.01141,19.225,1.51552,0.1973,0.001174,0.048920863,0.022
2017-11-08,81.53164887,0.011475,19.35,1.51015,0.1966,0.001169,0.048971086,0.022
2017-11-09,82.109375,0.011441,19.5,1.51586,0.1966,0.001165,0.049088542,0.022
2017-11-10,81.73867641,0.011476,19.8,1.52279,0.1961,0.001164,0.049210286,0.022
2017-11-13,81.43775417,0.011499,19.975,1.53061,0.1971,0.001172,0.049455595,0.0221
2017-11-14,79.34739877,0.011544,19.45,1.54604,0.1978,0.001174,0.049534792,0.0217
2017-11-15,80.30043484,0.011549,19.275,1.55376,0.199,0.001192,0.049808934000000006,0.0219
2017-11-16,79.69161834,0.011674,19.2,1.55128,0.1986,0.001199,0.049815498,0.0221
2017-11-17,81.84822845,0.011658,18.9,1.55896,0.2,0.001207,0.049841354,0.0224
2017-11-20,81.29801325,0.01179,19.4,1.55397,0.1996,0.001206,0.050066225,0.0223
2017-11-21,81.92135128,0.011761,19.675,1.54892,0.199,0.001209,0.049881235,0.0223
2017-11-22,82.27648681,0.011736,19.5,1.55205,0.1993,0.001209,0.049231981,0.0225
2017-11-27,82.93870034,0.011805,20.9,1.56515,0.1991,0.001205,0.049066035,0.0225
2017-11-28,82.5674786,0.011839,20.625,1.55892,0.199,0.001215,0.048979592,0.0225
2017-11-29,82.37780713,0.01181,21.0,1.56518,0.1997,0.001221,0.048877147,0.0225
2017-11-30,82.48744383,0.011801,20.65,1.57328,0.1994,0.001215,0.048902987,0.0226
2017-12-01,82.62183108,0.011744,20.75,1.56243,0.199,0.001213,0.048601077,0.0223
2017-12-04,81.20558042,0.011703,21.575,1.56162,0.1989,0.0012109999999999998,0.048302185,0.0224
2017-12-05,81.37242014,0.011708,21.475,1.55459,0.1983,0.001209,0.048507953,0.0224
2017-12-06,80.03701745,0.011675,21.2,1.55952,0.1998,0.001209,0.048783712,0.0223
2017-12-07,81.70682998,0.011774,21.675,1.56738,0.2009,0.001218,0.049127946,0.0225
2017-12-12,83.328923,0.011772,23.05,1.55357,0.2,0.0012109999999999998,0.04869013,0.0223
2017-12-13,81.00039282,0.011651,21.475,1.54851,0.1986,0.001207,0.048055519000000005,0.0224
2017-12-14,81.68536394,0.011635,22.0,1.5364,0.1976,0.001198,0.04748239,0.0222
2017-12-15,81.74208737,0.011606,21.5,1.53661,0.1974,0.001201,0.04721423,0.0222
2017-12-18,81.7980167,0.011615,21.875,1.53741,0.1971,0.001201,0.04697286,0.0222
2017-12-19,82.35677933,0.011591,20.45,1.54505,0.1978,0.001202,0.046717996,0.0222
2017-12-20,83.04421547,0.01156,20.475,1.54844,0.1984,0.001207,0.046824051,0.0222
2017-12-21,82.96546352,0.011503,20.55,1.54159,0.1975,0.001202,0.046481433,0.0222
2017-12-22,83.27928395,0.011458,19.8,1.53922,0.1971,0.001204,0.046439227,0.0222
2017-12-26,85.30020704,0.011449,20.075,1.53463,0.1978,0.001202,0.046454451,0.0224
2017-12-27,84.87384140000002,0.011427,19.775,1.53044,0.1962,0.001197,0.045957775,0.0223
2017-12-28,84.75750577,0.011355,20.1,1.53234,0.1965,0.001199,0.045676160999999986,0.0223
2017-12-29,85.14534511,0.011366,19.3,1.53722,0.1968,0.0012,0.045588424,0.0222
2018-01-02,84.0357599,0.011367,19.65,1.54006,0.1969,0.001201,0.045466156,0.0222
2018-01-03,85.71975498,0.011374,19.375,1.53346,0.1965,0.001199,0.045814191,0.0223
2018-01-05,85.24923703,0.011343,18.85,1.52973,0.1963,0.001197,0.045015259,0.0224
2018-01-08,85.6669217,0.011251,19.25,1.52606,0.1964,0.001193,0.045141546,0.0223
2018-01-16,86.03190554,0.011276,19.175,1.54015,0.1953,0.00118,0.043838714,0.0222
2018-01-17,86.0727729,0.011373,18.725,1.5289700000000002,0.1949,0.001175,0.043663739000000014,0.0221
2018-01-18,85.28933883,0.011275,18.725,1.5295,0.1948,0.001167,0.043369579000000005,0.0221
2018-01-19,84.91557223,0.01125,18.25,1.52842,0.1949,0.001172,0.043277048,0.0221
2018-01-22,85.13159536,0.01129,18.525,1.52951,0.1947,0.001167,0.043158289,0.0221
2018-01-23,86.1375,0.011246,17.9,1.53724,0.1953,0.001164,0.043375,0.0222
2018-01-24,86.35574299,0.011332,17.75,1.53934,0.1947,0.001165,0.043041429000000006,0.0221
2018-01-25,85.93321704,0.011356,17.725,1.54484,0.1954,0.001168,0.043483678,0.0223
2018-01-26,85.30209618,0.011389,17.5,1.53246,0.1954,0.001158,0.043279901,0.0219
2018-01-29,84.2846553,0.011356,17.5,1.52977,0.1948,0.001154,0.043736101,0.0219
2018-01-30,82.71681306,0.011339,17.375,1.53454,0.1955,0.001153,0.044290486,0.0219
2018-01-31,84.00993172,0.011373,18.225,1.54103,0.1961,0.00116,0.044692737,0.0221
2018-02-01,84.97325538,0.01137,18.15,1.55609,0.1982,0.0011619999999999998,0.044657296,0.0222
2018-02-02,84.30210566,0.01137,18.075,1.57172,0.2,0.001157,0.045265414,0.0223
2018-02-05,83.13023609999998,0.011455,17.775,1.56991,0.2002,0.001159,0.045823813,0.0221
2018-02-07,81.56717372,0.011633,18.475,1.56778,0.2024,0.001173,0.047168605,0.0221
2018-02-08,80.67086493,0.011692,18.15,1.57402,0.2027,0.0011710000000000002,0.04742321,0.022
2018-02-13,77.40170505,0.011819,18.5,1.57149,0.2008,0.001172,0.047588752000000005,0.0221
2018-02-14,78.89225334,0.011801,18.225,1.57077,0.2009,0.001178,0.047312642,0.0222
2018-02-22,81.92709661,0.011889,22.7,1.57158,0.2004,0.001179,0.047157787,0.0226
2018-02-23,83.08045391,0.01194,26.425,1.56746,0.2019,0.001185,0.047303328,0.0227
2018-02-26,83.33545512,0.011933,27.05,1.56807,0.2021,0.001189,0.047103756,0.0229
2018-02-27,82.53947875,0.011906,38.0,1.57048,0.2023,0.001187,0.047631275,0.0228
2018-02-28,80.59778408,0.011961,53.5,1.57093,0.2026,0.001187,0.048054625,0.0229
2018-03-01,80.59566787,0.012077,100.975,1.58153,0.2032,0.001191,0.048349665,0.0227
2018-03-05,82.07340631,0.012137,19.6,1.5885200000000002,0.2034,0.001194,0.048679974,0.0228
2018-03-07,79.76996805,0.012125,18.55,1.58609,0.2024,0.001198,0.049073482,0.0225
2018-03-08,79.23995378,0.012048,19.275,1.58056,0.2023,0.001196,0.049171909000000014,0.0225
2018-03-09,80.72412035,0.012091,19.85,1.56913,0.2014,0.001196,0.048827129,0.0225
2018-03-13,79.41475827,0.01193,25.25,1.57636,0.2006,0.001193,0.049109415,0.0223
2018-03-14,79.43379459,0.011938,22.65,1.57004,0.2011,0.001193,0.048622572,0.0222
2018-03-15,80.40523211,0.011939,25.3,1.57785,0.2021,0.001199,0.048730444000000005,0.0223
2018-03-16,83.05458317,0.012059,20.8,1.59302,0.2042,0.0012109999999999998,0.049137819000000006,0.0226
2018-03-19,83.15625809999997,0.012231,20.75,1.59825,0.205,0.001207,0.049105986,0.0224
2018-03-20,85.34426656,0.012212,21.95,1.59329,0.2051,0.001214,0.049459846,0.0226
2018-03-21,87.45653574,0.012217,21.8,1.58886,0.2052,0.00121,0.04893754,0.0226
2018-03-22,86.96217340000003,0.012143,20.425,1.59912,0.2049,0.001202,0.049525543,0.0227
2018-03-23,88.88167294,0.012347,19.3,1.60466,0.2048,0.001199,0.049486946,0.0227
2018-03-26,87.66133196,0.012403,18.225,1.60619,0.2064,0.0012,0.04917398,0.0226
2018-03-27,87.5504623,0.012245,18.625,1.61516,0.2065,0.0012109999999999998,0.04948561,0.0227
2018-03-28,87.62725137,0.012363,18.85,1.60656,0.2068,0.001226,0.049334377,0.0226
2018-03-29,88.57775462,0.012216,19.45,1.60211,0.2073,0.001226,0.049231571,0.0227
2018-04-04,86.34007258,0.012239,19.1,1.59119,0.206,0.001225,0.049377916,0.0226
2018-04-09,87.00792517,0.012187,19.55,1.60063,0.2059,0.001214,0.049889567,0.0214
2018-04-13,90.97114889,0.012165,20.05,1.58785,0.2051,0.001201,0.049330242,0.0208
2018-04-16,89.39724971,0.011996,19.5,1.59106,0.205,0.0012,0.049222465,0.021
2018-04-17,89.60855009,0.011998,18.975,1.59293,0.2049,0.001206,0.049317538,0.0209
2018-04-18,92.17625899,0.012031,19.0,1.58966,0.2047,0.001206,0.049203494,0.0211
2018-04-19,92.5614489,0.01198,19.9,1.59709,0.205,0.001212,0.049288486,0.0212
2018-04-20,93.28727842,0.01205,20.15,1.60152,0.2069,0.001217,0.049791449,0.0212
2018-04-23,95.7790927,0.012109,19.925,1.60548,0.2079,0.001216,0.050361604,0.0213
2018-04-24,94.23987375,0.012097,19.675,1.60881,0.2086,0.001221,0.050236718,0.0214
2018-04-25,94.80502313,0.012086,20.075,1.6075700000000002,0.2089,0.001222,0.050363516,0.0212
2018-04-26,95.55202542,0.012081,20.35,1.60221,0.2089,0.001228,0.050569235,0.0211
2018-04-27,94.71046036,0.012111,20.35,1.60021,0.2087,0.001235,0.050257222,0.0211
2018-05-02,95.11544108,0.012152,20.675,1.59487,0.2094,0.001236,0.050980916,0.0208
2018-05-03,95.4062666,0.012152,20.2,1.59174,0.2096,0.001234,0.050584174,0.0211
2018-05-04,96.97572622,0.012159,20.425,1.58669,0.209,0.001235,0.050404563,0.0212
2018-05-07,97.93800718,0.012158,20.3,1.58595,0.2088,0.001231,0.050685114,0.0211
2018-05-09,101.5275358,0.012195,20.975,1.58811,0.2107,0.001242,0.051051856,0.0213
2018-05-14,102.0728142,0.012211,21.75,1.58465,0.2091,0.001241,0.050757374,0.0215
2018-05-15,102.4357602,0.012116,21.45,1.58431,0.2098,0.0012380000000000002,0.051124197,0.0215
2018-05-16,103.4060671,0.012129,21.7,1.57106,0.2092,0.001235,0.050691857,0.0216
2018-05-17,103.8210624,0.012054,22.35,1.57023,0.209,0.00123,0.050858741,0.0214
2018-05-18,102.9290374,0.012019,22.5,1.56725,0.2087,0.001232,0.050991879,0.0214
2018-05-21,103.0730678,0.012021,22.2,1.55526,0.2072,0.001224,0.050514376,0.0214
2018-05-22,103.062302,0.011877,22.9,1.55485,0.207,0.001226,0.050686378,0.0216
2018-05-23,103.7566138,0.011902,22.7,1.5470700000000002,0.2075,0.001228,0.050793651,0.0216
2018-05-24,102.3627244,0.012018,22.725,1.5469700000000002,0.2072,0.00122,0.050554382,0.0214
2018-05-25,99.48330684,0.01208,21.975,1.54367,0.2071,0.001228,0.050609433,0.0214
2018-05-29,98.86742172,0.012112,22.75,1.53754,0.2073,0.0012289999999999998,0.051032645,0.0212
2018-05-30,100.660066,0.01225,23.0,1.53999,0.2061,0.001225,0.050561055999999986,0.0212
2018-05-31,99.76215645,0.012119,22.225,1.54498,0.2063,0.001223,0.050607822,0.0212
2018-06-04,96.875,0.012143,22.15,1.52962,0.2042,0.001221,0.050078452,0.0211
2018-06-06,96.92187296,0.011907,21.55,1.53555,0.2041,0.001222,0.049823920999999986,0.0211
2018-06-07,99.61962225,0.011837,21.925,1.5478299999999998,0.2048,0.001223,0.050104932000000005,0.021
2018-06-08,98.65807131,0.011957,21.525,1.5482200000000002,0.2054,0.001225,0.050388107,0.0211
2018-06-13,99.08946952,0.012014,22.6,1.55598,0.2057,0.001215,0.05054104,0.0211
2018-06-14,99.83952929,0.011958,22.775,1.54694,0.2074,0.001228,0.051083177,0.0214
2018-06-15,96.35850578,0.012086,21.675,1.56005,0.2084,0.001218,0.05092717,0.0213
2018-06-19,99.8374204,0.012184,21.775,1.57016,0.2091,0.001218,0.051212573,0.0212
2018-06-20,98.83279045,0.012308,21.875,1.57063,0.2095,0.001222,0.051302932,0.0213
2018-06-21,97.04567015,0.012299,21.875,1.57268,0.2089,0.00122,0.051497493,0.0213
2018-06-22,99.55645161,0.012322,21.6,1.5661,0.207,0.001209,0.051209677,0.0213
2018-06-25,98.65120043,0.012222,21.6,1.57856,0.2064,0.001209,0.051524144,0.0214
2018-06-26,101.2577766,0.012287,21.525,1.57535,0.2055,0.001209,0.051528266,0.0214
2018-06-27,102.7792916,0.012293,21.875,1.57395,0.2053,0.001213,0.051771117,0.0216
2018-06-28,103.0331882,0.012355,21.8,1.57357,0.2052,0.001213,0.051686616,0.0217
2018-06-29,104.7940581,0.012311,21.8,1.57865,0.2042,0.0012109999999999998,0.051316678,0.0215
2018-07-02,103.5558583,0.012193,22.15,1.58581,0.2049,0.001218,0.051907357,0.0215
2018-07-03,103.4118603,0.012287,22.05,1.57848,0.2039,0.001214,0.051448687,0.0215
2018-07-05,102.6803845,0.012243,22.2,1.5825,0.2039,0.001209,0.051441722,0.0214
2018-07-06,101.4939435,0.012233,22.275,1.58099,0.2026,0.001207,0.051144011,0.0214
2018-07-09,102.169546,0.012187,22.7,1.57375,0.2024,0.001203,0.05115843,0.0215
2018-07-13,98.2893319,0.012084,22.525,1.57399,0.2016,0.001192,0.051320043,0.0215
2018-07-16,94.24450735,0.011995,21.8,1.57848,0.2015,0.001194,0.05135463,0.0216
2018-07-17,94.09933685,0.012001,21.95,1.57825,0.2016,0.001201,0.051698471,0.0216
2018-07-18,95.99891863,0.01199,22.25,1.5732,0.2015,0.001195,0.051500406,0.0215
2018-07-19,95.89729656,0.01198,22.25,1.58189,0.2014,0.001197,0.05148757,0.0214
2018-07-20,95.83277141,0.012087,22.0,1.5813700000000002,0.1993,0.001195,0.050977748,0.0212
2018-07-23,96.31486248,0.0121,22.2,1.58398,0.1994,0.001194,0.051212573,0.0215
2018-07-24,96.86110737,0.012168,22.275,1.57434,0.1984,0.001196,0.050788091,0.0213
2018-07-25,97.46478873,0.012123,22.3,1.57328,0.1994,0.0012,0.050435949,0.0214
2018-07-26,98.59021282,0.012089,22.25,1.57827,0.1992,0.001206,0.050833672,0.0215
2018-07-27,97.95945946,0.012188,22.15,1.5753,0.1982,0.0012109999999999998,0.050675676,0.0216
2018-07-30,98.86593763,0.01217,22.2,1.58038,0.198,0.001208,0.05035777,0.0217
2018-07-31,96.64601293,0.012156,21.975,1.57477,0.1973,0.001209,0.050107759,0.0215
2018-08-01,95.46191248,0.012035,22.175,1.57475,0.198,0.001206,0.05010805,0.0215
2018-08-02,97.01086957,0.012089,22.275,1.57408,0.1981,0.001204,0.050271739,0.0214
2018-08-03,96.62344679,0.01217,22.525,1.56237,0.1977,0.001203,0.049972988,0.0211
2018-08-06,97.08948152,0.012142,22.475,1.56414,0.1974,0.001202,0.050087992000000005,0.0212
2018-08-08,94.5498587,0.012152,22.6,1.56236,0.1972,0.001205,0.049791414000000006,0.0205
2018-08-13,97.4002751,0.012125,23.45,1.56959,0.1994,0.001209,0.050481430999999986,0.0204
2018-08-14,97.12826177,0.012419,23.6,1.5662,0.2005,0.001224,0.050393483,0.0208
2018-08-15,95.23414836,0.012426,23.5,1.5672,0.1996,0.001218,0.050283188,0.0205
2018-08-16,95.71684341,0.012474,23.65,1.5668,0.1995,0.001222,0.049579948,0.0206
2018-08-17,96.32161903,0.012419,24.125,1.56402,0.1996,0.001221,0.04909066,0.0207
2018-08-20,96.3760218,0.012375,24.225,1.56457,0.1995,0.001219,0.049182561,0.0203
2018-08-21,96.81053203,0.01238,24.15,1.57043,0.1987,0.001216,0.048995657000000005,0.0202
2018-08-22,100.0272183,0.012308,24.675,1.57794,0.1989,0.001216,0.048992923,0.02
2018-08-23,101.365894,0.012306,24.8,1.5921,0.2,0.001227,0.049530905,0.0202
2018-08-24,101.3507982,0.012398,25.1,1.58578,0.2003,0.001224,0.048847046,0.0204
2018-08-27,102.0541423,0.012274,25.8,1.58864,0.1998,0.001226,0.048700857,0.0202
2018-08-28,101.9760153,0.012253,25.825,1.59359,0.2,0.0012289999999999998,0.048650859000000005,0.0201
2018-08-29,104.4863904,0.012255,26.4,1.60151,0.201,0.001232,0.048693749,0.0201
2018-08-30,105.7001239,0.012249,26.2,1.60686,0.201,0.001234,0.04874019,0.0202
2018-08-31,106.635137,0.012403,25.875,1.6136700000000002,0.2031,0.001247,0.049380999,0.0206
2018-09-04,106.9796601,0.012519,26.725,1.61332,0.2037,0.001246,0.049038729,0.0204
2018-09-05,105.6026693,0.012501,27.2,1.61699,0.2037,0.001241,0.04907549,0.0204
2018-09-07,106.8101871,0.012465,28.325,1.62408,0.2041,0.001244,0.049810046,0.0201
